state,specialty_clean,payment_type_clean,payment_amount
TX,Retina Specialist,Honoraria,10580.0
TX,Retina Specialist,Non-consulting professional services,74104.2
TX,Retina Specialist,Travel & Lodging,72060.55
TX,Rheumatology,Consulting,298411.85
TX,Rheumatology,Education,5952.25
TX,Rheumatology,Food & Beverage,493564.26
TX,Rheumatology,Grant,400000.0
TX,Rheumatology,Honoraria,274487.87
TX,Rheumatology,Non-consulting professional services,1364498.32
TX,Rheumatology,Travel & Lodging,320337.54
TX,Sleep Medicine,Consulting,66934.0
TX,Sleep Medicine,Education,964.4699999999999
TX,Sleep Medicine,Food & Beverage,50376.08
TX,Sleep Medicine,Honoraria,37980.0
TX,Sleep Medicine,Non-consulting professional services,242515.33
TX,Sleep Medicine,Other,2500.0
TX,Sleep Medicine,Travel & Lodging,52574.1
TX,Spinal Cord Injury Medicine,Food & Beverage,921.4
TX,Sports Medicine,Consulting,406752.38
TX,Sports Medicine,Device / Supply Loan,362.0
TX,Sports Medicine,Education,34427.71
TX,Sports Medicine,Food & Beverage,131125.66
TX,Sports Medicine,Grant,40000.0
TX,Sports Medicine,Non-consulting professional services,158615.3
TX,Sports Medicine,Other,150.0
TX,Sports Medicine,Royalty / License,958014.63
TX,Sports Medicine,Travel & Lodging,126128.97
TX,Sports Physician,Food & Beverage,214.51
TX,Surgery,Acquisitions,626.24
TX,Surgery,Consulting,948470.69
TX,Surgery,Device / Supply Loan,18076.0
TX,Surgery,Education,2462195.53
TX,Surgery,Entertainment,274.28
TX,Surgery,Food & Beverage,617488.26
TX,Surgery,Grant,9000.0
TX,Surgery,Honoraria,107864.0
TX,Surgery,Non-consulting professional services,960065.88
TX,Surgery,Other,87506.13
TX,Surgery,Travel & Lodging,623155.63
TX,Surgery of the Hand,Device / Supply Loan,147.0
TX,Surgery of the Hand,Education,33.33
TX,Surgery of the Hand,Food & Beverage,16266.78
TX,Surgery of the Hand,Other,16400.0
TX,Surgery of the Hand,Travel & Lodging,16682.5
TX,Surgical,Consulting,6972.0599999999995
TX,Surgical,Device / Supply Loan,8125.0
TX,Surgical,Education,3470.33
TX,Surgical,Food & Beverage,121333.13
TX,Surgical,Non-consulting professional services,155088.5
TX,Surgical,Travel & Lodging,30275.25
TX,Surgical Critical Care,Consulting,659.0
TX,Surgical Critical Care,Education,57650.0
TX,Surgical Critical Care,Food & Beverage,23212.44
TX,Surgical Critical Care,Non-consulting professional services,6500.0
TX,Surgical Critical Care,Other,1857.5
TX,Surgical Critical Care,Travel & Lodging,15853.210000000001
TX,Surgical Oncology,Consulting,119404.25
TX,Surgical Oncology,Education,43796.83
TX,Surgical Oncology,Entertainment,244.61
TX,Surgical Oncology,Food & Beverage,37646.840000000004
TX,Surgical Oncology,Honoraria,1100.0
TX,Surgical Oncology,Non-consulting professional services,104312.20999999999
TX,Surgical Oncology,Other,16.25
TX,Surgical Oncology,Travel & Lodging,53647.38
TX,Therapeutic Radiology,Food & Beverage,459.07
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Acquisitions,59132.38
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Consulting,497783.59
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Device / Supply Loan,9251.64
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Education,234333.36
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Food & Beverage,288497.76
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Grant,24256.91
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Honoraria,15050.0
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Non-consulting professional services,227849.17
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Other,3231.25
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Royalty / License,56028.84
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),Travel & Lodging,260369.92
TX,Transplant Hepatology,Consulting,9702.35
TX,Transplant Hepatology,Food & Beverage,15994.31
TX,Transplant Hepatology,Non-consulting professional services,65390.0
TX,Transplant Hepatology,Other,12690.0
TX,Transplant Hepatology,Travel & Lodging,10946.65
TX,Transplant Surgery,Consulting,95066.78
TX,Transplant Surgery,Education,29000.0
TX,Transplant Surgery,Food & Beverage,9048.04
TX,Transplant Surgery,Non-consulting professional services,35200.0
TX,Transplant Surgery,Travel & Lodging,2557.92
TX,Transplantation,Food & Beverage,512.97
TX,Trauma Surgery,Consulting,28441.0
TX,Trauma Surgery,Education,80750.0
TX,Trauma Surgery,Food & Beverage,22246.47
TX,Trauma Surgery,Non-consulting professional services,61900.0
TX,Trauma Surgery,Other,16.25
TX,Trauma Surgery,Travel & Lodging,23131.29
TX,Undersea and Hyperbaric Medicine,Food & Beverage,14430.68
TX,Undersea and Hyperbaric Medicine,Non-consulting professional services,13050.0
TX,Undersea and Hyperbaric Medicine,Royalty / License,379458.2
TX,Undersea and Hyperbaric Medicine,Travel & Lodging,2165.06
TX,Unknown,Consulting,1515689.51
TX,Unknown,Device / Supply Loan,2655374.03
TX,Unknown,Education,229022.57
TX,Unknown,Food & Beverage,62002.99
TX,Unknown,Grant,1619648.9
TX,Unknown,Honoraria,2320.38
TX,Unknown,Non-consulting professional services,1308064.97
TX,Unknown,Other,3303614.68
TX,Unknown,Royalty / License,5589629.470000001
TX,Unknown,Travel & Lodging,29656.61
TX,Urogynecology and Reconstructive Pelvic Surgery,Consulting,18180.0
TX,Urogynecology and Reconstructive Pelvic Surgery,Education,2727.44
TX,Urogynecology and Reconstructive Pelvic Surgery,Entertainment,241.93
TX,Urogynecology and Reconstructive Pelvic Surgery,Food & Beverage,44900.85
TX,Urogynecology and Reconstructive Pelvic Surgery,Honoraria,1000.0
TX,Urogynecology and Reconstructive Pelvic Surgery,Non-consulting professional services,94872.5
TX,Urogynecology and Reconstructive Pelvic Surgery,Other,139.48
TX,Urogynecology and Reconstructive Pelvic Surgery,Travel & Lodging,32980.37
TX,Urology,Consulting,671134.21
TX,Urology,Device / Supply Loan,41000.0
TX,Urology,Education,172765.42
TX,Urology,Entertainment,85.08
TX,Urology,Food & Beverage,525628.15
TX,Urology,Grant,52272.8
TX,Urology,Honoraria,80348.28
TX,Urology,Non-consulting professional services,769476.28
TX,Urology,Other,12187.729999999998
TX,Urology,Royalty / License,52558.14
TX,Urology,Travel & Lodging,261393.5
TX,Uveitis and Ocular Inflammatory Disease,Consulting,1850.0
TX,Uveitis and Ocular Inflammatory Disease,Food & Beverage,1547.56
TX,Uveitis and Ocular Inflammatory Disease,Honoraria,1200.0
TX,Vascular & Interventional Radiology,Consulting,119502.5
TX,Vascular & Interventional Radiology,Device / Supply Loan,138609.24
TX,Vascular & Interventional Radiology,Education,1464.5
TX,Vascular & Interventional Radiology,Food & Beverage,116674.85
TX,Vascular & Interventional Radiology,Honoraria,6600.0
TX,Vascular & Interventional Radiology,Non-consulting professional services,99712.5
TX,Vascular & Interventional Radiology,Other,11106.59
TX,Vascular & Interventional Radiology,Travel & Lodging,110943.83
TX,Vascular Neurology,Consulting,79120.6
TX,Vascular Neurology,Food & Beverage,20549.38
TX,Vascular Neurology,Honoraria,20000.0
TX,Vascular Neurology,Non-consulting professional services,63890.0
TX,Vascular Neurology,Travel & Lodging,16088.560000000001
TX,Vascular Surgery,Consulting,376625.05
TX,Vascular Surgery,Device / Supply Loan,224767.77
TX,Vascular Surgery,Education,5194.62
TX,Vascular Surgery,Food & Beverage,343900.79
TX,Vascular Surgery,Grant,1533.1
TX,Vascular Surgery,Honoraria,15449.63
TX,Vascular Surgery,Non-consulting professional services,172367.5
TX,Vascular Surgery,Other,70150.0
TX,Vascular Surgery,Travel & Lodging,185272.46
TX,Vision Therapy,Food & Beverage,1346.52
TX,Women's Health,Consulting,10922.0
TX,Women's Health,Education,3948.33
TX,Women's Health,Food & Beverage,74573.93
TX,Women's Health,Honoraria,300.0
TX,Women's Health,Non-consulting professional services,27914.13
TX,Women's Health,Other,15239.59
TX,Women's Health,Travel & Lodging,11664.35
TX,"Women's Health Care, Ambulatory",Food & Beverage,149.88
TX,Wound Care,Food & Beverage,20.07
UT,Acute Care,Consulting,4931.0
UT,Acute Care,Education,255.7
UT,Acute Care,Food & Beverage,10820.53
UT,Acute Care,Non-consulting professional services,9450.0
UT,Acute Care,Travel & Lodging,6730.44
UT,Addiction Medicine,Food & Beverage,1568.39
UT,Addiction Medicine,Non-consulting professional services,1485.0
UT,Administrator,Food & Beverage,16.79
UT,Adolescent Medicine,Food & Beverage,1036.61
UT,Adolescent Medicine,Other,1750.0
UT,Adult Health,Education,252.5
UT,Adult Health,Food & Beverage,6441.56
UT,Adult Health,Travel & Lodging,590.0300000000001
UT,Adult Medicine,Food & Beverage,951.79
UT,Adult Medicine,Other,3290.0
UT,Adult Medicine,Travel & Lodging,1783.7399999999998
UT,Adult Reconstructive Orthopaedic Surgery,Education,6666.66
UT,Adult Reconstructive Orthopaedic Surgery,Food & Beverage,6039.35
UT,Adult Reconstructive Orthopaedic Surgery,Royalty / License,4568307.83
UT,Adult Reconstructive Orthopaedic Surgery,Travel & Lodging,4102.05
UT,Advanced Heart Failure and Transplant Cardiology,Consulting,52626.0
UT,Advanced Heart Failure and Transplant Cardiology,Food & Beverage,2286.01
UT,Advanced Heart Failure and Transplant Cardiology,Travel & Lodging,439.0
UT,Advanced Practice Midwife,Consulting,30.0
UT,Advanced Practice Midwife,Education,273.25
UT,Advanced Practice Midwife,Food & Beverage,8821.66
UT,Advanced Practice Midwife,Non-consulting professional services,13068.0
UT,Advanced Practice Midwife,Other,7459.65
UT,Advanced Practice Midwife,Travel & Lodging,125.75999999999999
UT,Aerospace Medicine,Food & Beverage,13.53
UT,Allergy,Consulting,28612.0
UT,Allergy,Education,37.14
UT,Allergy,Food & Beverage,5936.18
UT,Allergy,Honoraria,4952.0
UT,Allergy,Non-consulting professional services,30778.5
UT,Allergy,Travel & Lodging,7375.76
UT,Allergy & Immunology,Consulting,19295.1
UT,Allergy & Immunology,Education,196.35
UT,Allergy & Immunology,Food & Beverage,15050.0
UT,Allergy & Immunology,Non-consulting professional services,41796.0
UT,Allergy & Immunology,Travel & Lodging,4705.39
UT,Anatomic Pathology & Clinical Pathology,Consulting,4860.0
UT,Anatomic Pathology & Clinical Pathology,Food & Beverage,1149.31
UT,Anatomic Pathology & Clinical Pathology,Travel & Lodging,809.54
UT,Anesthesiologist Assistant,Food & Beverage,39.85
UT,Anesthesiology,Consulting,22768.92
UT,Anesthesiology,Education,70.21
UT,Anesthesiology,Food & Beverage,35291.3
UT,Anesthesiology,Honoraria,2000.0
UT,Anesthesiology,Non-consulting professional services,29911.059999999998
UT,Anesthesiology,Travel & Lodging,18732.52
UT,Blood Banking & Transfusion Medicine,Food & Beverage,24.37
UT,Brain Injury Medicine,Food & Beverage,26.54
UT,Cardiovascular Disease,Consulting,40068.53
UT,Cardiovascular Disease,Education,2777.81
UT,Cardiovascular Disease,Food & Beverage,61649.91
UT,Cardiovascular Disease,Grant,10318.54
UT,Cardiovascular Disease,Honoraria,10140.0
UT,Cardiovascular Disease,Non-consulting professional services,403933.25
UT,Cardiovascular Disease,Travel & Lodging,103102.2
UT,Child & Adolescent Psychiatry,Consulting,6135.0
UT,Child & Adolescent Psychiatry,Education,91.49
UT,Child & Adolescent Psychiatry,Food & Beverage,2914.7200000000003
UT,Child & Adolescent Psychiatry,Non-consulting professional services,1680.0
UT,Child & Adolescent Psychiatry,Travel & Lodging,1320.3
UT,Chiropractor,Device / Supply Loan,2495.0
UT,Chiropractor,Food & Beverage,961.3
UT,Chiropractor,Travel & Lodging,764.66
UT,Chronic Care,Food & Beverage,649.53
UT,Clinical & Laboratory Dermatological Immunology,Food & Beverage,28.99
UT,Clinical Biochemical Genetics,Consulting,14841.779999999999
UT,Clinical Biochemical Genetics,Food & Beverage,724.9
UT,Clinical Biochemical Genetics,Non-consulting professional services,2413.39
UT,Clinical Biochemical Genetics,Travel & Lodging,8187.469999999999
UT,Clinical Cardiac Electrophysiology,Consulting,134322.52
UT,Clinical Cardiac Electrophysiology,Education,433.24
UT,Clinical Cardiac Electrophysiology,Food & Beverage,26846.98
UT,Clinical Cardiac Electrophysiology,Grant,10338.71
UT,Clinical Cardiac Electrophysiology,Honoraria,1500.0
UT,Clinical Cardiac Electrophysiology,Non-consulting professional services,15870.0
UT,Clinical Cardiac Electrophysiology,Other,1800.0
UT,Clinical Cardiac Electrophysiology,Travel & Lodging,80993.81
UT,Clinical Genetics (M.D.),Consulting,9219.0
UT,Clinical Genetics (M.D.),Food & Beverage,349.49
UT,Clinical Genetics (M.D.),Non-consulting professional services,9340.0
UT,Clinical Genetics (M.D.),Travel & Lodging,11696.85
UT,Clinical Molecular Genetics,Food & Beverage,31.43
UT,Clinical Neurophysiology,Consulting,1400.0
UT,Clinical Neurophysiology,Education,1.25
UT,Clinical Neurophysiology,Food & Beverage,2374.79
UT,Clinical Nurse Specialist,Food & Beverage,194.18
UT,Clinical Pathology,Consulting,35.0
UT,Clinical Pathology,Food & Beverage,594.89
UT,Clinical Pathology,Non-consulting professional services,8740.0
UT,Clinical Pathology,Travel & Lodging,1891.28
UT,Colon & Rectal Surgery,Education,15000.0
UT,Colon & Rectal Surgery,Food & Beverage,3564.98
UT,Colon & Rectal Surgery,Non-consulting professional services,22008.29
UT,Colon & Rectal Surgery,Travel & Lodging,3991.1499999999996
UT,Cornea and External Diseases Specialist,Food & Beverage,1272.0900000000001
UT,Corneal and Contact Management,Entertainment,109.3
UT,Corneal and Contact Management,Food & Beverage,1437.87
UT,Corneal and Contact Management,Travel & Lodging,1000.73
UT,Critical Care Medicine,Consulting,1400.0
UT,Critical Care Medicine,Education,139.60999999999999
UT,Critical Care Medicine,Food & Beverage,3169.58
UT,Critical Care Medicine,Non-consulting professional services,1820.0
UT,Critical Care Medicine,Travel & Lodging,1554.77
UT,Cytopathology,Food & Beverage,354.98
UT,Cytopathology,Travel & Lodging,214.48
UT,Dental Public Health,Consulting,15.0
UT,Dental Public Health,Food & Beverage,801.99
UT,Dental Public Health,Honoraria,5895.0
UT,Dental Public Health,Non-consulting professional services,45.09
UT,Dental Public Health,Other,140.0
UT,Dental Public Health,Travel & Lodging,1354.67
UT,Dentist,Consulting,1000.0
UT,Dentist,Device / Supply Loan,2106.0
UT,Dentist,Education,18434.32
UT,Dentist,Entertainment,4537.61
UT,Dentist,Food & Beverage,45057.14
UT,Dentist,Honoraria,13048.91
UT,Dentist,Non-consulting professional services,1824.96
UT,Dentist,Other,82150.93000000001
UT,Dentist,Travel & Lodging,6068.83
UT,Dermatology,Consulting,71096.48
UT,Dermatology,Education,2453.72
UT,Dermatology,Food & Beverage,49738.08
UT,Dermatology,Honoraria,1935.0
UT,Dermatology,Non-consulting professional services,274024.03
UT,Dermatology,Travel & Lodging,30629.420000000002
UT,Dermatopathology,Education,14.0
UT,Dermatopathology,Food & Beverage,1222.29
UT,Diabetes Educator,Food & Beverage,829.68
UT,Diagnostic Radiology,Consulting,26336.25
UT,Diagnostic Radiology,Food & Beverage,15374.33
UT,Diagnostic Radiology,Non-consulting professional services,3600.0
UT,Diagnostic Radiology,Travel & Lodging,14324.73
UT,Electrodiagnostic Medicine,Education,22.17
UT,Electrodiagnostic Medicine,Food & Beverage,849.28
UT,Emergency Medical Services,Consulting,750.0
UT,Emergency Medical Services,Food & Beverage,722.53
UT,Emergency Medical Services,Non-consulting professional services,4375.0
UT,Emergency Medicine,Consulting,57171.72
UT,Emergency Medicine,Device / Supply Loan,8706.5
UT,Emergency Medicine,Education,312.0
UT,Emergency Medicine,Food & Beverage,5554.57
UT,Emergency Medicine,Non-consulting professional services,36.0
UT,Emergency Medicine,Travel & Lodging,10429.56
UT,"Endocrinology, Diabetes & Metabolism",Consulting,21396.0
UT,"Endocrinology, Diabetes & Metabolism",Device / Supply Loan,12000.0
UT,"Endocrinology, Diabetes & Metabolism",Education,1153.74
UT,"Endocrinology, Diabetes & Metabolism",Entertainment,39.96
UT,"Endocrinology, Diabetes & Metabolism",Food & Beverage,18834.91
UT,"Endocrinology, Diabetes & Metabolism",Non-consulting professional services,55261.11
UT,"Endocrinology, Diabetes & Metabolism",Other,308.65999999999997
UT,"Endocrinology, Diabetes & Metabolism",Travel & Lodging,11864.65
UT,Endodontics,Entertainment,40.74
UT,Endodontics,Food & Beverage,1210.3799999999999
UT,Endodontics,Honoraria,12.8
UT,Endodontics,Non-consulting professional services,28.35
UT,Endodontics,Other,154.49
UT,Facial Plastic Surgery,Consulting,2975.0
UT,Facial Plastic Surgery,Food & Beverage,843.83
UT,Facial Plastic Surgery,Non-consulting professional services,8575.0
UT,Family,Consulting,64230.14
UT,Family,Education,4064.59
UT,Family,Entertainment,85.66
UT,Family,Food & Beverage,250637.47
UT,Family,Honoraria,25650.0
UT,Family,Non-consulting professional services,580008.0
UT,Family,Other,13013.0
UT,Family,Travel & Lodging,167290.68
UT,Family Health,Food & Beverage,657.97
UT,Family Health,Travel & Lodging,1072.87
UT,Family Medicine,Consulting,24795.64
UT,Family Medicine,Education,2656.0099999999998
UT,Family Medicine,Entertainment,25.24
UT,Family Medicine,Food & Beverage,236411.63
UT,Family Medicine,Grant,113500.0
UT,Family Medicine,Honoraria,750.0
UT,Family Medicine,Non-consulting professional services,410934.33
UT,Family Medicine,Other,250.0
UT,Family Medicine,Travel & Lodging,78582.08
UT,Foot & Ankle Surgery,Consulting,52774.19
UT,Foot & Ankle Surgery,Education,932.03
UT,Foot & Ankle Surgery,Food & Beverage,21889.63
UT,Foot & Ankle Surgery,Non-consulting professional services,151475.13
UT,Foot & Ankle Surgery,Royalty / License,248753.35
UT,Foot & Ankle Surgery,Travel & Lodging,41289.64
UT,Foot Surgery,Consulting,4500.0
UT,Foot Surgery,Food & Beverage,601.87
UT,Foot Surgery,Travel & Lodging,1063.07
UT,Foot and Ankle Surgery,Acquisitions,651.35
UT,Foot and Ankle Surgery,Education,299.99
UT,Foot and Ankle Surgery,Food & Beverage,2348.57
UT,Foot and Ankle Surgery,Travel & Lodging,2572.61
UT,Forensic Psychiatry,Food & Beverage,355.29
UT,Gastroenterology,Consulting,36872.75
UT,Gastroenterology,Education,20046.54
UT,Gastroenterology,Food & Beverage,46842.69
UT,Gastroenterology,Non-consulting professional services,31645.0
UT,Gastroenterology,Other,9800.0
UT,Gastroenterology,Travel & Lodging,22435.11
UT,General Practice,Consulting,307159.09
UT,General Practice,Education,45264.09
UT,General Practice,Entertainment,14660.7
UT,General Practice,Food & Beverage,91831.42
UT,General Practice,Honoraria,13707.11
UT,General Practice,Non-consulting professional services,77941.63
UT,General Practice,Other,123427.69
UT,General Practice,Travel & Lodging,44765.48
UT,Geriatric Medicine,Education,85.29
UT,Geriatric Medicine,Food & Beverage,1337.45
UT,Geriatric Psychiatry,Food & Beverage,45.92
UT,Gerontology,Consulting,875.0
UT,Gerontology,Education,8.45
UT,Gerontology,Food & Beverage,2044.02
UT,Gerontology,Non-consulting professional services,1167.5
UT,Glaucoma Specialist,Consulting,15000.0
UT,Glaucoma Specialist,Food & Beverage,1373.19
UT,Glaucoma Specialist,Travel & Lodging,682.56
UT,Gynecologic Oncology,Education,42000.0
UT,Gynecologic Oncology,Food & Beverage,7257.94
UT,Gynecologic Oncology,Non-consulting professional services,90187.5
UT,Gynecologic Oncology,Other,67.67
UT,Gynecologic Oncology,Travel & Lodging,9695.56
UT,Gynecology,Food & Beverage,1029.15
UT,Hand Surgery,Food & Beverage,1662.06
UT,Hand Surgery,Royalty / License,8843.53
UT,Hand Surgery,Travel & Lodging,1090.71
UT,Hematology,Consulting,49736.1
UT,Hematology,Education,42.76
UT,Hematology,Food & Beverage,2079.15
UT,Hematology,Non-consulting professional services,2000.0
UT,Hematology,Travel & Lodging,3976.26
UT,Hematology & Oncology,Consulting,196568.03
UT,Hematology & Oncology,Device / Supply Loan,398.8
UT,Hematology & Oncology,Education,1440.55
UT,Hematology & Oncology,Food & Beverage,32982.28
UT,Hematology & Oncology,Honoraria,17888.0
UT,Hematology & Oncology,Non-consulting professional services,141831.7
UT,Hematology & Oncology,Other,3565.0
UT,Hematology & Oncology,Travel & Lodging,32116.25
UT,Hospice and Palliative Medicine,Consulting,7295.0
UT,Hospice and Palliative Medicine,Food & Beverage,1402.85
UT,Hospice and Palliative Medicine,Non-consulting professional services,22066.0
UT,Hospice and Palliative Medicine,Other,500.0
UT,Hospice and Palliative Medicine,Travel & Lodging,3166.13
UT,Hospitalist,Consulting,40320.0
UT,Hospitalist,Food & Beverage,3173.7400000000002
UT,Infectious Disease,Consulting,1500.0
UT,Infectious Disease,Food & Beverage,1837.81
UT,Infectious Disease,Travel & Lodging,1219.59
UT,Internal Medicine,Consulting,179207.3
UT,Internal Medicine,Education,2536.84
UT,Internal Medicine,Food & Beverage,141112.0
UT,Internal Medicine,Grant,29215.91
UT,Internal Medicine,Honoraria,18125.0
UT,Internal Medicine,Non-consulting professional services,749094.14
UT,Internal Medicine,Other,4956.0
UT,Internal Medicine,Travel & Lodging,61128.88
UT,Interventional Cardiology,Consulting,87362.5
UT,Interventional Cardiology,Education,32.27
UT,Interventional Cardiology,Food & Beverage,27756.23
UT,Interventional Cardiology,Honoraria,6500.0
UT,Interventional Cardiology,Non-consulting professional services,31280.0
UT,Interventional Cardiology,Other,18975.0
UT,Interventional Cardiology,Travel & Lodging,28504.54
UT,Interventional Pain Medicine,Food & Beverage,10626.63
UT,Interventional Pain Medicine,Non-consulting professional services,12328.130000000001
UT,Interventional Pain Medicine,Travel & Lodging,8278.41
UT,Licensed Practical Nurse,Food & Beverage,18.06
UT,MOHS-Micrographic Surgery,Food & Beverage,2590.54
UT,MOHS-Micrographic Surgery,Non-consulting professional services,1742.0
UT,Maternal & Fetal Medicine,Consulting,3730.0
UT,Maternal & Fetal Medicine,Food & Beverage,951.73
UT,Maternal & Fetal Medicine,Travel & Lodging,909.28
UT,Medical,Consulting,2558.09
UT,Medical,Education,962.26
UT,Medical,Food & Beverage,66631.7
UT,Medical,Honoraria,225.0
UT,Medical,Non-consulting professional services,45645.0
UT,Medical,Travel & Lodging,8543.78
UT,Medical Oncology,Consulting,83815.25
UT,Medical Oncology,Education,508.86
UT,Medical Oncology,Food & Beverage,12498.58
UT,Medical Oncology,Honoraria,54882.0
UT,Medical Oncology,Non-consulting professional services,43381.0
UT,Medical Oncology,Travel & Lodging,19197.649999999998
UT,Medical-Surgical,Food & Beverage,17.43
UT,Neonatal,Education,244.0
UT,Neonatal,Food & Beverage,94.7
UT,"Neonatal, Critical Care",Education,171.85999999999999
UT,"Neonatal, Critical Care",Food & Beverage,616.65
UT,Neonatal-Perinatal Medicine,Consulting,11890.0
UT,Neonatal-Perinatal Medicine,Education,99.0
UT,Neonatal-Perinatal Medicine,Food & Beverage,1370.1
UT,Neonatal-Perinatal Medicine,Honoraria,1000.0
UT,Nephrology,Consulting,112079.75
UT,Nephrology,Education,7134.94
UT,Nephrology,Food & Beverage,15422.77
UT,Nephrology,Non-consulting professional services,12103.0
UT,Nephrology,Travel & Lodging,9499.92
UT,Neurocritical Care,Food & Beverage,58.06
UT,Neurodevelopmental Disabilities,Consulting,491.78
UT,Neurological Surgery,Consulting,115158.75
UT,Neurological Surgery,Food & Beverage,26447.19
UT,Neurological Surgery,Non-consulting professional services,35070.07
UT,Neurological Surgery,Other,16162.83
UT,Neurological Surgery,Royalty / License,69336.31
UT,Neurological Surgery,Travel & Lodging,66375.85
UT,Neurology,Consulting,186756.44
UT,Neurology,Education,613.31
UT,Neurology,Food & Beverage,64940.75
UT,Neurology,Grant,32500.0
UT,Neurology,Honoraria,26630.0
UT,Neurology,Non-consulting professional services,299235.2
UT,Neurology,Travel & Lodging,57925.81
UT,Neurology with Special Qualifications in Child Neurology,Consulting,10050.0
UT,Neurology with Special Qualifications in Child Neurology,Food & Beverage,3385.69
UT,Neurology with Special Qualifications in Child Neurology,Non-consulting professional services,117.65
UT,Neurology with Special Qualifications in Child Neurology,Travel & Lodging,1251.92
UT,Neuromuscular Medicine,Grant,89329.0
UT,Neuromusculoskeletal Medicine & OMM,Food & Beverage,168.12
UT,Neuropathology,Food & Beverage,51.1
UT,Neuroradiology,Food & Beverage,334.08
UT,Neuroradiology,Travel & Lodging,328.26
UT,Neuroscience,Food & Beverage,4272.89
UT,Nuclear Cardiology,Food & Beverage,331.34
UT,Nuclear Medicine,Food & Beverage,17.58
UT,Nuclear Medicine,Non-consulting professional services,39.0
UT,Nuclear Radiology,Food & Beverage,158.07999999999998
UT,"Nurse Anesthetist, Certified Registered",Food & Beverage,5481.5199999999995
UT,Nurse Practitioner,Consulting,34737.7
UT,Nurse Practitioner,Device / Supply Loan,299.1
UT,Nurse Practitioner,Education,4869.44
UT,Nurse Practitioner,Entertainment,21.55
UT,Nurse Practitioner,Food & Beverage,209933.4
UT,Nurse Practitioner,Grant,1450.05
UT,Nurse Practitioner,Honoraria,23744.0
UT,Nurse Practitioner,Non-consulting professional services,291843.38
UT,Nurse Practitioner,Other,500.0
UT,Nurse Practitioner,Travel & Lodging,100805.01
UT,Obesity Medicine,Food & Beverage,175.2
UT,Obstetrics,Education,4550.0
UT,Obstetrics,Food & Beverage,2178.47
UT,Obstetrics,Travel & Lodging,894.0
UT,Obstetrics & Gynecology,Consulting,99810.7
UT,Obstetrics & Gynecology,Education,105821.28
UT,Obstetrics & Gynecology,Food & Beverage,33487.72
UT,Obstetrics & Gynecology,Non-consulting professional services,29000.0
UT,Obstetrics & Gynecology,Other,42554.38
UT,Obstetrics & Gynecology,Travel & Lodging,15197.46
UT,Occupational Medicine,Food & Beverage,293.18
UT,Occupational Medicine,Non-consulting professional services,1368.5
UT,Oncology,Food & Beverage,124.38
UT,Ophthalmic Plastic and Reconstructive Surgery,Food & Beverage,45.36
UT,Ophthalmology,Consulting,231368.42
UT,Ophthalmology,Education,712.74
UT,Ophthalmology,Entertainment,49.71
UT,Ophthalmology,Food & Beverage,42298.26
UT,Ophthalmology,Honoraria,2202.3599999999997
UT,Ophthalmology,Non-consulting professional services,10680.24
UT,Ophthalmology,Other,412.5
UT,Ophthalmology,Royalty / License,20896.86
UT,Ophthalmology,Travel & Lodging,10291.35
UT,Optometrist,Consulting,6581.67
UT,Optometrist,Device / Supply Loan,567.13
UT,Optometrist,Entertainment,2319.69
UT,Optometrist,Food & Beverage,76777.79
UT,Optometrist,Non-consulting professional services,21500.0
UT,Optometrist,Other,1142.61
UT,Optometrist,Travel & Lodging,17404.18
UT,Oral & Maxillofacial Surgery,Education,113.31
UT,Oral & Maxillofacial Surgery,Food & Beverage,1820.81
UT,Oral & Maxillofacial Surgery,Other,240.17000000000002
UT,Oral and Maxillofacial Pathology,Device / Supply Loan,425.61
UT,Oral and Maxillofacial Pathology,Food & Beverage,935.91
UT,Oral and Maxillofacial Pathology,Non-consulting professional services,10380.91
UT,Oral and Maxillofacial Pathology,Other,1952.1599999999999
UT,Oral and Maxillofacial Radiology,Honoraria,11000.0
UT,Oral and Maxillofacial Surgery,Education,211.49
UT,Oral and Maxillofacial Surgery,Entertainment,104.23
UT,Oral and Maxillofacial Surgery,Food & Beverage,8100.12
UT,Oral and Maxillofacial Surgery,Non-consulting professional services,2026.13
UT,Oral and Maxillofacial Surgery,Other,942.41
UT,Oral and Maxillofacial Surgery,Travel & Lodging,1476.9
UT,Orofacial Pain,Education,12.82
UT,Orthodontics and Dentofacial Orthopedics,Consulting,3845.0
UT,Orthodontics and Dentofacial Orthopedics,Education,287.5
UT,Orthodontics and Dentofacial Orthopedics,Entertainment,796.14
UT,Orthodontics and Dentofacial Orthopedics,Food & Beverage,31315.08
UT,Orthodontics and Dentofacial Orthopedics,Honoraria,3445.0
UT,Orthodontics and Dentofacial Orthopedics,Other,19914.73
